symbol,name,token,exchange,series,instrument,displayName,exchangeToken,assetToken,expiryDate,expiryMonth,expiryYear,strikePrice,optionType,lotSize,tickSize,maxQuantity,underlyingSymbol,underlyingExchangeToken,optionsAvailable,tradedValue
NORRIS,NORRIS MEDICINES LTD,524414,BSE,EQ,XT,NORRIS,BSE_EQ|524414,0,0,0,0,0,XX,1,1,25000,,,false,39227
ASINPET,ASIAN PETROPRODUCTS  EXPORTS,524434,BSE,EQ,XT,ASINPET,BSE_EQ|524434,0,0,0,0,0,XX,1,5,25000,,,false,23869
CAMEXLTD,CAMEX LTD,524440,BSE,EQ,X,CAMEXLTD,BSE_EQ|524440,0,0,0,0,0,XX,1,5,25000,,,false,188154
EVEXIA,EVEXIA LIFECARE LIMITED,524444,BSE,EQ,X,EVEXIA,BSE_EQ|524444,0,0,0,0,0,XX,1,1,25000,,,false,1930733
950ILFS24,ILFS9503724,950434,BSE,EQ,F,950ILFS24,BSE_EQ|950434,0,0,0,0,0,XX,1000,1,25000,,,false,0
INDOEURO,INDO EURO INDCHEM LTD,524458,BSE,EQ,XT,INDOEURO,BSE_EQ|524458,0,0,0,0,0,XX,1,5,25000,,,false,68984
1175HDFCC,CREDILA1175,950446,BSE,EQ,F,1175HDFCC,BSE_EQ|950446,0,0,0,0,0,XX,1,1,25000,,,false,0
884PFC23,PFC88404032023PVT,950447,BSE,EQ,F,884PFC23,BSE_EQ|950447,0,0,0,0,0,XX,1,1,25000,,,false,0
1140AFSL22,AFSL114091222PVT,959109,BSE,EQ,F,1140AFSL22,BSE_EQ|959109,0,0,0,0,0,XX,1,1,25000,,,false,0
890PFC23,PFC890180323PVT,950450,BSE,EQ,F,890PFC23,BSE_EQ|950450,0,0,0,0,0,XX,1,1,25000,,,false,0
KARURVYSYA,KARUR VYSYA BANK LTD,590003,BSE,EQ,B,KARURVYSYA,BSE_EQ|590003,0,0,0,0,0,XX,1,5,25000,,,false,37501733
0PFC2022,PFCZC301222PVT,950452,BSE,EQ,F,0PFC2022,BSE_EQ|950452,0,0,0,0,0,XX,10,1,25000,,,false,0
TIDEWATER,TIDE WATER OIL INDIA LTD,590005,BSE,EQ,B,TIDEWATER,BSE_EQ|590005,0,0,0,0,0,XX,1,5,25000,,,false,2898977
SYNCOMF,SYNCOM FORMULATIONS INDIA LT,524470,BSE,EQ,B,SYNCOMF,BSE_EQ|524470,0,0,0,0,0,XX,1,1,25000,,,false,13904591
965PFC24,PFC96513124PVT,950455,BSE,EQ,F,965PFC24,BSE_EQ|950455,0,0,0,0,0,XX,1,1,25000,,,false,0
970PFC24,PFC97021224PVT,950456,BSE,EQ,F,970PFC24,BSE_EQ|950456,0,0,0,0,0,XX,1,1,25000,,,false,0
860PFC24,PFC8607824PVT,950457,BSE,EQ,F,860PFC24,BSE_EQ|950457,0,0,0,0,0,XX,1,1,25000,,,false,0
850PFC24,PFC850151224PVT,950458,BSE,EQ,F,850PFC24,BSE_EQ|950458,0,0,0,0,0,XX,1,1,25000,,,false,0
880PFC25,PFC88015125PVT,950459,BSE,EQ,F,880PFC25,BSE_EQ|950459,0,0,0,0,0,XX,1,1,25000,,,false,0
890PFC25,PFC89015325PVT,950460,BSE,EQ,F,890PFC25,BSE_EQ|950460,0,0,0,0,0,XX,1,1,25000,,,false,0
XPROINDIA,XPRO INDIA LTD,590013,BSE,EQ,B,XPROINDIA,BSE_EQ|590013,0,0,0,0,0,XX,1,5,25000,,,false,171241
875PFC25,PFC87515625PVT,950463,BSE,EQ,F,875PFC25,BSE_EQ|950463,0,0,0,0,0,XX,1,1,25000,,,false,0
RIDDHI,RIDDHI SIDDHI GLUCO BIOLS LTD,524480,BSE,EQ,X,RIDDHI,BSE_EQ|524480,0,0,0,0,0,XX,1,5,25000,,,false,146686
946PFC26,PFC9461826PVT,950465,BSE,EQ,F,946PFC26,BSE_EQ|950465,0,0,0,0,0,XX,1,1,25000,,,false,0
HISARMET,HISAR METAL INDUSTRIES LTD,590018,BSE,EQ,B,HISARMET,BSE_EQ|590018,0,0,0,0,0,XX,1,5,25000,,,false,72274
900PFC28,PFC90011328PVT,950468,BSE,EQ,F,900PFC28,BSE_EQ|950468,0,0,0,0,0,XX,1,1,25000,,,false,0
BHARATRAS,BHARAT RASAYAN LTD,590021,BSE,EQ,B,BHARATRAS,BSE_EQ|590021,0,0,0,0,0,XX,1,5,25000,,,false,1523466
EASTSILK,EASTERN SILK INDUSTRIES LTD,590022,BSE,EQ,T,EASTSILK,BSE_EQ|590022,0,0,0,0,0,XX,1,1,25000,,,false,49843
894PFC28,PFC89425328PVT,950471,BSE,EQ,F,894PFC28,BSE_EQ|950471,0,0,0,0,0,XX,1,1,25000,,,false,0
SVCIND,SVC INDUSTRIES LIMITED,524488,BSE,EQ,XT,SVCIND,BSE_EQ|524488,0,0,0,0,0,XX,1,1,25000,,,false,173873
GINNIFILA,GINNI FILAMENTS LTD,590025,BSE,EQ,B,GINNIFILA,BSE_EQ|590025,0,0,0,0,0,XX,1,5,25000,,,false,288618
905PFC30,PFC905151230PVT,950475,BSE,EQ,F,905PFC30,BSE_EQ|950475,0,0,0,0,0,XX,1,1,25000,,,false,0
970IIL2024B,INDIAINFRA97228524PVT,950306,BSE,EQ,F,970IIL2024B,BSE_EQ|950306,0,0,0,0,0,XX,1,1,25000,,,false,0
IPCALAB,IPCA LABORATORIES LTD,524494,BSE,EQ,A,IPCALAB,BSE_EQ|524494,0,0,0,0,0,XX,1,5,25000,,,false,3888573
DENORA,DE NORA INDIA LTD,590031,BSE,EQ,B,DENORA,BSE_EQ|590031,0,0,0,0,0,XX,1,5,25000,,,false,849308
GS16DEC2026,GS16DEC2026C,800449,BSE,EQ,G,GS16DEC2026,BSE_EQ|800449,0,0,0,0,0,XX,10,5,25000,,,false,0
KILITCH,KILITCH DRUGS INDIA LTD,524500,BSE,EQ,B,KILITCH,BSE_EQ|524500,0,0,0,0,0,XX,1,5,25000,,,false,107078
775PFC26,PFC775151011PVT,950485,BSE,EQ,F,775PFC26,BSE_EQ|950485,0,0,0,0,0,XX,10,1,25000,,,false,0
RAAJMEDI,RAAJ MEDISAFE INDIA LTD,524502,BSE,EQ,P,RAAJMEDI,BSE_EQ|524502,0,0,0,0,0,XX,100,5,25000,,,false,0
738PFC27A,PFC738291127PVT,950487,BSE,EQ,F,738PFC27A,BSE_EQ|950487,0,0,0,0,0,XX,1,1,25000,,,false,0
KAVVERITEL,KAVVERI TELECOM PRODUCTS LTD,590041,BSE,EQ,B,KAVVERITEL,BSE_EQ|590041,0,0,0,0,0,XX,1,1,25000,,,false,58132
CORALAB,CORAL LABORATORIES LTD,524506,BSE,EQ,X,CORALAB,BSE_EQ|524506,0,0,0,0,0,XX,1,5,25000,,,false,1300889
816PFC26,PFC816251126PVT,950494,BSE,EQ,F,816PFC26,BSE_EQ|950494,0,0,0,0,0,XX,10,1,25000,,,false,0
872PFC22A,PFC87230327PVT,950497,BSE,EQ,F,872PFC22A,BSE_EQ|950497,0,0,0,0,0,XX,1,1,25000,,,false,0
TULASEEBIOE,TULASEE BIOETHANOL LTD,524514,BSE,EQ,ZP,TULASEEBIOE,BSE_EQ|524514,0,0,0,0,0,XX,100,5,25000,,,false,0
SAKSOFT,SAKSOFT LTD,590051,BSE,EQ,B,SAKSOFT,BSE_EQ|590051,0,0,0,0,0,XX,1,5,25000,,,false,5952382
BACPHAR,BACIL PHARMA LTD,524516,BSE,EQ,XT,BACPHAR,BSE_EQ|524516,0,0,0,0,0,XX,1,1,25000,,,false,15416
KREBSBIO,KREBS BIOCHEMICALS  INDUSTRIE,524518,BSE,EQ,B,KREBSBIO,BSE_EQ|524518,0,0,0,0,0,XX,1,5,25000,,,false,63902
KMCSHIL,KMC SPECIALITY HOSPITALS INDI,524520,BSE,EQ,B,KMCSHIL,BSE_EQ|524520,0,0,0,0,0,XX,1,5,25000,,,false,2954147
EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLO,590057,BSE,EQ,T,EQUIPPP,BSE_EQ|590057,0,0,0,0,0,XX,1,5,25000,,,false,0
LAFFANSQ,LAFFANS PETROCHEMICALS LTD,524522,BSE,EQ,X,LAFFANSQ,BSE_EQ|524522,0,0,0,0,0,XX,1,5,25000,,,false,456358
ANDHRSUGAR,ANDHRA SUGARS LTD,590062,BSE,EQ,B,ANDHRSUGAR,BSE_EQ|590062,0,0,0,0,0,XX,1,5,25000,,,false,2526287
KCP,KCPLTD,590066,BSE,EQ,B,KCP,BSE_EQ|590066,0,0,0,0,0,XX,1,5,25000,,,false,3388881
KHAITANLTD,KHAITAN INDIA LTD,590068,BSE,EQ,T,KHAITANLTD,BSE_EQ|590068,0,0,0,0,0,XX,1,5,25000,,,false,16286
BHASKAGR,BHASKAR AGROCHEMICALS LTD,524534,BSE,EQ,XT,BHASKAGR,BSE_EQ|524534,0,0,0,0,0,XX,1,5,25000,,,false,49835
SUNDARMFIN,SUNDARAM FINANCE LTD,590071,BSE,EQ,B,SUNDARMFIN,BSE_EQ|590071,0,0,0,0,0,XX,1,5,25000,,,false,658830
SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD,590072,BSE,EQ,B,SUNDRMBRAK,BSE_EQ|590072,0,0,0,0,0,XX,1,5,25000,,,false,304389
WHEELS,WHEELS INDIA LTD,590073,BSE,EQ,B,WHEELS,BSE_EQ|590073,0,0,0,0,0,XX,1,5,25000,,,false,1046801
LAMBODHARA,LAMBODHARA TEXTILES LTD,590075,BSE,EQ,B,LAMBODHARA,BSE_EQ|590075,0,0,0,0,0,XX,1,5,25000,,,false,447241
SUKHJITS,SUKHJIT STARCH  CHEMICALS LTD,524542,BSE,EQ,B,SUKHJITS,BSE_EQ|524542,0,0,0,0,0,XX,1,5,25000,,,false,12335885
SHABCHM,SHABA CHEMICALS LTD,524546,BSE,EQ,P,SHABCHM,BSE_EQ|524546,0,0,0,0,0,XX,100,5,25000,,,false,0
ORISSAMINE,ORISSA MINERALS DEVELOPMENT CO,590086,BSE,EQ,T,ORISSAMINE,BSE_EQ|590086,0,0,0,0,0,XX,1,5,25000,,,false,1107861
ICICIGI,ICICI LOMBARD GENERAL INSURANC,540716,BSE,EQ,A,ICICIGI,BSE_EQ|540716,0,0,0,0,0,XX,1,5,25000,,,false,8700186
10CIFCLPERP,CIFCL1075PERPETUALPVT,959112,BSE,EQ,F,10CIFCLPERP,BSE_EQ|959112,0,0,0,0,0,XX,2,1,25000,,,false,0
NEULANDLAB,NEULAND LABORATORIES LTD,524558,BSE,EQ,A,NEULANDLAB,BSE_EQ|524558,0,0,0,0,0,XX,1,5,25000,,,false,8572818
GOLDBEES,NIPPON INDIA ETF GOLD BEES,590095,BSE,EQ,E,GOLDBEES,BSE_EQ|590095,0,0,0,0,0,XX,1,1,25000,,,false,0
LIQUIDBEES,NIPPON INDIA ETF LIQUID BEES,590096,BSE,EQ,F,LIQUIDBEES,BSE_EQ|590096,0,0,0,0,0,XX,1,1,25000,,,false,0
KOTAKGOLD,KOTAK MAHINDRA MUTUAL FUND  K,590097,BSE,EQ,E,KOTAKGOLD,BSE_EQ|590097,0,0,0,0,0,XX,1,1,25000,,,false,0
SBIGETS,SBI MUTUAL FUND  SBI GOLD EXC,590098,BSE,EQ,E,SBIGETS,BSE_EQ|590098,0,0,0,0,0,XX,1,1,25000,,,false,0
QGOLDHALF,QUANTUM GOLD FUND  EXCHANGE T,590099,BSE,EQ,E,QGOLDHALF,BSE_EQ|590099,0,0,0,0,0,XX,1,1,25000,,,false,0
GAYATRIBI,GAYATRI BIOORGANICS LTD,524564,BSE,EQ,XT,GAYATRIBI,BSE_EQ|524564,0,0,0,0,0,XX,1,1,25000,,,false,527682
GOLDSHARE,UTI MUTUAL FUND  UTI GOLD EXC,590101,BSE,EQ,E,GOLDSHARE,BSE_EQ|590101,0,0,0,0,0,XX,1,1,25000,,,false,0
NIFTYBEES,NIPPON INDIA ETF NIFTY BEES,590103,BSE,EQ,B,NIFTYBEES,BSE_EQ|590103,0,0,0,0,0,XX,1,1,25000,,,false,52456729
JUNIORBEES,NIPPON INDIA ETF JUNIOR BEES,590104,BSE,EQ,B,JUNIORBEES,BSE_EQ|590104,0,0,0,0,0,XX,1,1,25000,,,false,880184
PODARPIGQ,PODDAR PIGMENTS LTD,524570,BSE,EQ,B,PODARPIGQ,BSE_EQ|524570,0,0,0,0,0,XX,1,5,25000,,,false,31499
KOTAKPSUBK,KOTAK MAHINDRA MUTUAL FUND  K,590107,BSE,EQ,B,KOTAKPSUBK,BSE_EQ|590107,0,0,0,0,0,XX,1,1,25000,,,false,1345837
PHARMAID,PHARMAIDS PHARMACEUTICALS LTD,524572,BSE,EQ,X,PHARMAID,BSE_EQ|524572,0,0,0,0,0,XX,1,1,25000,,,false,14539
SHARIABEES,NIPPON INDIA ETF SHARIAH BEES,590109,BSE,EQ,B,SHARIABEES,BSE_EQ|590109,0,0,0,0,0,XX,1,1,25000,,,false,13046
QNIFTY,QUANTUM NIFTY 50 ETF,590110,BSE,EQ,B,QNIFTY,BSE_EQ|590110,0,0,0,0,0,XX,1,1,25000,,,false,340053
VIVIDIND,VIVID GLOBAL INDUSTRIES LTD,524576,BSE,EQ,X,VIVIDIND,BSE_EQ|524576,0,0,0,0,0,XX,1,5,25000,,,false,41278
HNGSNGBEES,NIPPON INDIA ETF HANG SENG BEE,590113,BSE,EQ,E,HNGSNGBEES,BSE_EQ|590113,0,0,0,0,0,XX,1,1,25000,,,false,0
MOM50,MOTILAL OSWAL MUTUAL FUND,590115,BSE,EQ,B,MOM50,BSE_EQ|590115,0,0,0,0,0,XX,1,1,25000,,,false,2759
PRIYALT,PRIYA LTD,524580,BSE,EQ,X,PRIYALT,BSE_EQ|524580,0,0,0,0,0,XX,1,1,25000,,,false,16
TIRUSTA,TIRUPATI STARCH  CHEMICALS LT,524582,BSE,EQ,XT,TIRUSTA,BSE_EQ|524582,0,0,0,0,0,XX,1,5,25000,,,false,296149
HEMORGANIC,HEMO ORGANIC LIMITED,524590,BSE,EQ,XT,HEMORGANIC,BSE_EQ|524590,0,0,0,0,0,XX,1,5,25000,,,false,136039
JDORGOCHEM,JD ORGOCHEM LTD,524592,BSE,EQ,XT,JDORGOCHEM,BSE_EQ|524592,0,0,0,0,0,XX,1,1,25000,,,false,0
ASHOKALC,ASHOK ALCOCHEM LTD,524594,BSE,EQ,X,ASHOKALC,BSE_EQ|524594,0,0,0,0,0,XX,1,5,25000,,,false,187804
AKSCHEM,AKSHARCHEM INDIA LTD,524598,BSE,EQ,B,AKSCHEM,BSE_EQ|524598,0,0,0,0,0,XX,1,5,25000,,,false,526554
KOTAKBKETF,KOTAK MAHINDRA MUTUAL FUND  P,590136,BSE,EQ,B,KOTAKBKETF,BSE_EQ|590136,0,0,0,0,0,XX,1,1,25000,,,false,230161
SETFNIFBK,SBI MUTUAL FUNDPERMITTED,590137,BSE,EQ,B,SETFNIFBK,BSE_EQ|590137,0,0,0,0,0,XX,1,1,25000,,,false,6875316
BANDARAM,BANDARAM PHARMA PACKTECH LIMIT,524602,BSE,EQ,XT,BANDARAM,BSE_EQ|524602,0,0,0,0,0,XX,1,1,25000,,,false,135
ADLINE,ADLINE CHEM LAB LIMITED,524604,BSE,EQ,P,ADLINE,BSE_EQ|524604,0,0,0,0,0,XX,100,1,25000,,,false,0
BERLDRG,BERYL DRUGS LTD,524606,BSE,EQ,X,BERLDRG,BSE_EQ|524606,0,0,0,0,0,XX,1,1,25000,,,false,1466
1275SCNL23,SCNL12753062023PVT,950595,BSE,EQ,F,1275SCNL23,BSE_EQ|950595,0,0,0,0,0,XX,1,1,25000,,,false,0
INDXTRA,IEL LIMITED,524614,BSE,EQ,XT,INDXTRA,BSE_EQ|524614,0,0,0,0,0,XX,1,5,25000,,,false,0
972TGDCL24,TGDCL97216724PVT,950600,BSE,EQ,F,972TGDCL24,BSE_EQ|950600,0,0,0,0,0,XX,1,1,25000,,,false,0
ISTRNETWK,ISTREET NETWORK LIMITED,524622,BSE,EQ,X,ISTRNETWK,BSE_EQ|524622,0,0,0,0,0,XX,1,1,25000,,,false,6678
GAGAN,GAGAN GASES LTD,524624,BSE,EQ,X,GAGAN,BSE_EQ|524624,0,0,0,0,0,XX,1,1,25000,,,false,51143
SAYAJIIND,SAYAJI INDUSTRIES LIMITED,540728,BSE,EQ,X,SAYAJIIND,BSE_EQ|540728,0,0,0,0,0,XX,1,5,25000,,,false,50536
PARKERAC,PARKER AGROCHEM EXPORTS LTD,524628,BSE,EQ,X,PARKERAC,BSE_EQ|524628,0,0,0,0,0,XX,1,1,25000,,,false,16231
