token,symbol,name,assetToken,expiryDate,expiryMonth,expiryYear,instrument,series,lotSize,tickSize,maxQuantity,exchange,underlyingSymbol,displayName,exchangeToken,tradedValue,strikePrice,optionType,optionsAvailable
1042019,619GS203423JAN93.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 93.25CE,BCD_FO|1042019,0,93.25,CE,true
1042020,619GS203423JAN93.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 93.25PE,BCD_FO|1042020,0,93.25,PE,true
1035497,619GS203423JAN89.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 89.75CE,BCD_FO|1035497,0,89.75,CE,true
1035498,619GS203423JAN89.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 89.75PE,BCD_FO|1035498,0,89.75,PE,true
1035499,619GS203423JAN89.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 89.5CE,BCD_FO|1035499,0,89.5,CE,true
1035500,619GS203423JAN89.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 89.5PE,BCD_FO|1035500,0,89.5,PE,true
1035501,619GS203423JAN89.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 89.25CE,BCD_FO|1035501,0,89.25,CE,true
1035502,619GS203423JAN89.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 89.25PE,BCD_FO|1035502,0,89.25,PE,true
1035503,619GS203423JAN89CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 89CE,BCD_FO|1035503,0,89,CE,true
1035504,619GS203423JAN89CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 89PE,BCD_FO|1035504,0,89,PE,true
1035505,619GS203423JAN88.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 88.75CE,BCD_FO|1035505,0,88.75,CE,true
1035506,619GS203423JAN88.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 88.75PE,BCD_FO|1035506,0,88.75,PE,true
1035507,619GS203423JAN88.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 88.5CE,BCD_FO|1035507,0,88.5,CE,true
1035508,619GS203423JAN88.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 88.5PE,BCD_FO|1035508,0,88.5,PE,true
1035509,619GS203423JAN88.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 88.25CE,BCD_FO|1035509,0,88.25,CE,true
1035510,619GS203423JAN88.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 88.25PE,BCD_FO|1035510,0,88.25,PE,true
1035511,619GS203423JAN88CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 88CE,BCD_FO|1035511,0,88,CE,true
1035512,619GS203423JAN88CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 88PE,BCD_FO|1035512,0,88,PE,true
1035513,619GS203423JAN90CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 90CE,BCD_FO|1035513,0,90,CE,true
1035514,619GS203423JAN90CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 90PE,BCD_FO|1035514,0,90,PE,true
1035515,619GS203423JAN90.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 90.25CE,BCD_FO|1035515,0,90.25,CE,true
1035516,619GS203423JAN90.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 90.25PE,BCD_FO|1035516,0,90.25,PE,true
1035517,619GS203423JAN90.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 90.5CE,BCD_FO|1035517,0,90.5,CE,true
1035518,619GS203423JAN90.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 90.5PE,BCD_FO|1035518,0,90.5,PE,true
1035519,619GS203423JAN90.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 90.75CE,BCD_FO|1035519,0,90.75,CE,true
1035520,619GS203423JAN90.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 90.75PE,BCD_FO|1035520,0,90.75,PE,true
1035521,619GS203423JAN91CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 91CE,BCD_FO|1035521,0,91,CE,true
1035522,619GS203423JAN91CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 91PE,BCD_FO|1035522,0,91,PE,true
1035523,619GS203423JAN91.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 91.25CE,BCD_FO|1035523,0,91.25,CE,true
1035524,619GS203423JAN91.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 91.25PE,BCD_FO|1035524,0,91.25,PE,true
1035525,619GS203423JAN91.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 91.5CE,BCD_FO|1035525,0,91.5,CE,true
1035526,619GS203423JAN91.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 91.5PE,BCD_FO|1035526,0,91.5,PE,true
1035527,619GS203423JAN91.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 91.75CE,BCD_FO|1035527,0,91.75,CE,true
1035528,619GS203423JAN91.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 91.75PE,BCD_FO|1035528,0,91.75,PE,true
1035529,619GS203423JAN92CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 92CE,BCD_FO|1035529,0,92,CE,true
1035530,619GS203423JAN92CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 92PE,BCD_FO|1035530,0,92,PE,true
1036433,619GS203423JAN87.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 87.75CE,BCD_FO|1036433,0,87.75,CE,true
1036434,619GS203423JAN87.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 87.75PE,BCD_FO|1036434,0,87.75,PE,true
1036435,619GS203423JAN87.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 87.5CE,BCD_FO|1036435,0,87.5,CE,true
1036436,619GS203423JAN87.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 87.5PE,BCD_FO|1036436,0,87.5,PE,true
1037343,619GS203423JAN92.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 92.25CE,BCD_FO|1037343,0,92.25,CE,true
1037344,619GS203423JAN92.25CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 92.25PE,BCD_FO|1037344,0,92.25,PE,true
1037345,619GS203423JAN92.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 92.5CE,BCD_FO|1037345,0,92.5,CE,true
1037346,619GS203423JAN92.5CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 92.5PE,BCD_FO|1037346,0,92.5,PE,true
1038065,619GS203423JAN92.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 92.75CE,BCD_FO|1038065,0,92.75,CE,true
1038066,619GS203423JAN92.75CE,619GS2034,634,25,1,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 25 JAN23 92.75PE,BCD_FO|1038066,0,92.75,PE,true
1025379,619GS203423JUN92CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 92CE,BCD_FO|1025379,0,92,CE,true
1025380,619GS203423JUN92CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 92PE,BCD_FO|1025380,0,92,PE,true
1024535,619GS203423JUN91.75CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 91.75CE,BCD_FO|1024535,0,91.75,CE,true
1024536,619GS203423JUN91.75CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 91.75PE,BCD_FO|1024536,0,91.75,PE,true
1041747,619GS203423JUN93CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 93CE,BCD_FO|1041747,0,93,CE,true
1041748,619GS203423JUN93CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 93PE,BCD_FO|1041748,0,93,PE,true
1025381,619GS203423JUN92.25CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 92.25CE,BCD_FO|1025381,0,92.25,CE,true
1025382,619GS203423JUN92.25CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 92.25PE,BCD_FO|1025382,0,92.25,PE,true
1025383,619GS203423JUN92.5CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 92.5CE,BCD_FO|1025383,0,92.5,CE,true
1025384,619GS203423JUN92.5CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 92.5PE,BCD_FO|1025384,0,92.5,PE,true
1025385,619GS203423JUN92.75CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 92.75CE,BCD_FO|1025385,0,92.75,CE,true
1025386,619GS203423JUN92.75CE,619GS2034,634,29,6,2023,OPT,FO,1,0.25,10000,BCD,619GS2034,619GS2034 29 JUN23 92.75PE,BCD_FO|1025386,0,92.75,PE,true
