symbol,name,token,exchange,series,instrument,displayName,exchangeToken,assetToken,expiryDate,expiryMonth,expiryYear,strikePrice,optionType,lotSize,tickSize,maxQuantity,underlyingSymbol,underlyingExchangeToken,optionsAvailable,tradedValue
MENTHAOIL22OCTFUT,MENTHAOIL,241203,MCX,FO,FUT,MENTHAOIL 31 OCT22 FUT,MCX_FO|241203,320,31,10,2022,0,XX,360,10,300,MENTHAOIL,undefined,true,688.44
MENTHAOIL23JANFUT,MENTHAOIL,245466,MCX,FO,FUT,MENTHAOIL 31 JAN23 FUT,MCX_FO|245466,320,31,1,2023,0,XX,360,10,300,MENTHAOIL,undefined,true,0
MENTHAOIL22NOVFUT,MENTHAOIL,242736,MCX,FO,FUT,MENTHAOIL 30 NOV22 FUT,MCX_FO|242736,320,30,11,2022,0,XX,360,10,300,MENTHAOIL,undefined,true,151.83
MENTHAOIL23FEBFUT,MENTHAOIL,246604,MCX,FO,FUT,MENTHAOIL 28 FEB23 FUT,MCX_FO|246604,320,28,2,2023,0,XX,360,10,300,MENTHAOIL,undefined,true,0
ALUMINIUM23JANFUT,ALUMINIUM,246591,MCX,FO,FUT,ALUMINIUM 31 JAN23 FUT,MCX_FO|246591,358,31,1,2023,0,XX,5,5,300,ALUMINIUM,undefined,true,0
ALUMINIUM22DECFUT,ALUMINIUM,245450,MCX,FO,FUT,ALUMINIUM 30 DEC22 FUT,MCX_FO|245450,358,30,12,2022,0,XX,5,5,300,ALUMINIUM,undefined,true,0
ALUMINIUM23FEBFUT,ALUMINIUM,247925,MCX,FO,FUT,ALUMINIUM 28 FEB23 FUT,MCX_FO|247925,358,28,2,2023,0,XX,5,5,300,ALUMINIUM,undefined,true,0
ALUMINIUM22NOVFUT,ALUMINIUM,243791,MCX,FO,FUT,ALUMINIUM 30 NOV22 FUT,MCX_FO|243791,358,30,11,2022,0,XX,5,5,300,ALUMINIUM,undefined,true,5909.29
ALUMINIUM22OCTFUT,ALUMINIUM,242728,MCX,FO,FUT,ALUMINIUM 31 OCT22 FUT,MCX_FO|242728,358,31,10,2022,0,XX,5,5,300,ALUMINIUM,undefined,true,76533.92
ZINC23FEBFUT,ZINC,247930,MCX,FO,FUT,ZINC 28 FEB23 FUT,MCX_FO|247930,378,28,2,2023,0,XX,5,5,300,ZINC,undefined,true,0
ZINC22DECFUT,ZINC,245457,MCX,FO,FUT,ZINC 30 DEC22 FUT,MCX_FO|245457,378,30,12,2022,0,XX,5,5,300,ZINC,undefined,true,0
ZINC22NOVFUT,ZINC,243798,MCX,FO,FUT,ZINC 30 NOV22 FUT,MCX_FO|243798,378,30,11,2022,0,XX,5,5,300,ZINC,undefined,true,6611.2
ZINC22OCTFUT,ZINC,242732,MCX,FO,FUT,ZINC 31 OCT22 FUT,MCX_FO|242732,378,31,10,2022,0,XX,5,5,300,ZINC,undefined,true,84702.48
ZINC23JANFUT,ZINC,246599,MCX,FO,FUT,ZINC 31 JAN23 FUT,MCX_FO|246599,378,31,1,2023,0,XX,5,5,300,ZINC,undefined,true,0
LEAD22DECFUT,LEAD,245454,MCX,FO,FUT,LEAD 30 DEC22 FUT,MCX_FO|245454,383,30,12,2022,0,XX,5,5,300,LEAD,undefined,true,0
LEAD22OCTFUT,LEAD,242730,MCX,FO,FUT,LEAD 31 OCT22 FUT,MCX_FO|242730,383,31,10,2022,0,XX,5,5,300,LEAD,undefined,true,12556.65
LEAD23FEBFUT,LEAD,247927,MCX,FO,FUT,LEAD 28 FEB23 FUT,MCX_FO|247927,383,28,2,2023,0,XX,5,5,300,LEAD,undefined,true,0
LEAD23JANFUT,LEAD,246594,MCX,FO,FUT,LEAD 31 JAN23 FUT,MCX_FO|246594,383,31,1,2023,0,XX,5,5,300,LEAD,undefined,true,0
LEAD22NOVFUT,LEAD,243795,MCX,FO,FUT,LEAD 30 NOV22 FUT,MCX_FO|243795,383,30,11,2022,0,XX,5,5,300,LEAD,undefined,true,1177.87
NATURALGAS22NOVFUT,NATURALGAS,246334,MCX,FO,FUT,NATURALGAS 25 NOV22 FUT,MCX_FO|246334,401,25,11,2022,0,XX,1250,10,300,NATURALGAS,undefined,true,47940.9
NATURALGAS22OCTFUT,NATURALGAS,245263,MCX,FO,FUT,NATURALGAS 26 OCT22 FUT,MCX_FO|245263,401,26,10,2022,0,XX,1250,10,300,NATURALGAS,undefined,true,427974.35
NATURALGAS22DECFUT,NATURALGAS,247778,MCX,FO,FUT,NATURALGAS 27 DEC22 FUT,MCX_FO|247778,401,27,12,2022,0,XX,1250,10,300,NATURALGAS,undefined,true,59.22
GOLDGUINEA22DECFUT,GOLDGUINEA,246600,MCX,FO,FUT,GOLDGUINEA 30 DEC22 FUT,MCX_FO|246600,425,30,12,2022,0,XX,8,100,300,GOLDGUINEA,undefined,true,38.99
GOLDGUINEA22OCTFUT,GOLDGUINEA,243801,MCX,FO,FUT,GOLDGUINEA 31 OCT22 FUT,MCX_FO|243801,425,31,10,2022,0,XX,8,100,300,GOLDGUINEA,undefined,true,1051.19
GOLDGUINEA22NOVFUT,GOLDGUINEA,245461,MCX,FO,FUT,GOLDGUINEA 30 NOV22 FUT,MCX_FO|245461,425,30,11,2022,0,XX,8,100,300,GOLDGUINEA,undefined,true,489.82
GOLDGUINEA23JANFUT,GOLDGUINEA,247933,MCX,FO,FUT,GOLDGUINEA 31 JAN23 FUT,MCX_FO|247933,425,31,1,2023,0,XX,8,100,300,GOLDGUINEA,undefined,true,0
SILVERMIC23JUNFUT,SILVERMIC,247931,MCX,FO,FUT,SILVERMIC 30 JUN23 FUT,MCX_FO|247931,518,30,6,2023,0,XX,1,100,300,SILVERMIC,undefined,true,11.86
SILVERMIC22NOVFUT,SILVERMIC,237305,MCX,FO,FUT,SILVERMIC 30 NOV22 FUT,MCX_FO|237305,518,30,11,2022,0,XX,1,100,300,SILVERMIC,undefined,true,117221.32
SILVERMIC23APRFUT,SILVERMIC,245470,MCX,FO,FUT,SILVERMIC 28 APR23 FUT,MCX_FO|245470,518,28,4,2023,0,XX,1,100,300,SILVERMIC,undefined,true,1122.62
SILVERMIC23FEBFUT,SILVERMIC,242738,MCX,FO,FUT,SILVERMIC 28 FEB23 FUT,MCX_FO|242738,518,28,2,2023,0,XX,1,100,300,SILVERMIC,undefined,true,16678.57
GOLDPETAL22OCTFUT,GOLDPETAL,243802,MCX,FO,FUT,GOLDPETAL 31 OCT22 FUT,MCX_FO|243802,525,31,10,2022,0,XX,1,100,300,GOLDPETAL,undefined,true,1328.12
GOLDPETAL23JANFUT,GOLDPETAL,247934,MCX,FO,FUT,GOLDPETAL 31 JAN23 FUT,MCX_FO|247934,525,31,1,2023,0,XX,1,100,300,GOLDPETAL,undefined,true,1.54
GOLDPETAL22NOVFUT,GOLDPETAL,245462,MCX,FO,FUT,GOLDPETAL 30 NOV22 FUT,MCX_FO|245462,525,30,11,2022,0,XX,1,100,300,GOLDPETAL,undefined,true,699.98
GOLDPETAL22DECFUT,GOLDPETAL,246602,MCX,FO,FUT,GOLDPETAL 30 DEC22 FUT,MCX_FO|246602,525,30,12,2022,0,XX,1,100,300,GOLDPETAL,undefined,true,20.56
COTTON23JANFUT,COTTON,245465,MCX,FO,FUT,COTTON 31 JAN23 FUT,MCX_FO|245465,530,31,1,2023,0,XX,25,1000,300,COTTON,undefined,true,0
COTTON22OCTFUT,COTTON,241187,MCX,FO,FUT,COTTON 31 OCT22 FUT,MCX_FO|241187,530,31,10,2022,0,XX,25,1000,300,COTTON,undefined,true,2697.15
COTTON22NOVFUT,COTTON,241188,MCX,FO,FUT,COTTON 30 NOV22 FUT,MCX_FO|241188,530,30,11,2022,0,XX,25,1000,300,COTTON,undefined,true,3260.61
COTTON22DECFUT,COTTON,241189,MCX,FO,FUT,COTTON 30 DEC22 FUT,MCX_FO|241189,530,30,12,2022,0,XX,25,1000,300,COTTON,undefined,true,648.87
COTTONREF22OCTFUT,COTTONREF,241200,MCX,FO,FUT,COTTONREF 31 OCT22 FUT,MCX_FO|241200,561,31,10,2022,0,XX,25,1000,300,COTTONREF,undefined,true,0
COTTONREF22DECFUT,COTTONREF,241202,MCX,FO,FUT,COTTONREF 30 DEC22 FUT,MCX_FO|241202,561,30,12,2022,0,XX,25,1000,300,COTTONREF,undefined,true,0
COTTONREF23JANFUT,COTTONREF,245467,MCX,FO,FUT,COTTONREF 31 JAN23 FUT,MCX_FO|245467,561,31,1,2023,0,XX,25,1000,300,COTTONREF,undefined,true,0
COTTONREF22NOVFUT,COTTONREF,241201,MCX,FO,FUT,COTTONREF 30 NOV22 FUT,MCX_FO|241201,561,30,11,2022,0,XX,25,1000,300,COTTONREF,undefined,true,0
MCXBULLDEX22NOVFUT,MCXBULLDEX,246082,MCX,FO,FUT,MCXBULLDEX 24 NOV22 FUT,MCX_FO|246082,568,24,11,2022,0,XX,50,100,300,MCXBULLDEX,undefined,true,513.31
MCXBULLDEX22OCTFUT,MCXBULLDEX,245002,MCX,FO,FUT,MCXBULLDEX 25 OCT22 FUT,MCX_FO|245002,568,25,10,2022,0,XX,50,100,300,MCXBULLDEX,undefined,true,8909.86
MCXBULLDEX22DECFUT,MCXBULLDEX,247399,MCX,FO,FUT,MCXBULLDEX 23 DEC22 FUT,MCX_FO|247399,568,23,12,2022,0,XX,50,100,300,MCXBULLDEX,undefined,true,0
MCXMETLDEX22OCTFUT,MCXMETLDEX,244570,MCX,FO,FUT,MCXMETLDEX 19 OCT22 FUT,MCX_FO|244570,569,19,10,2022,0,XX,50,100,300,MCXMETLDEX,undefined,true,0
MCXMETLDEX22DECFUT,MCXMETLDEX,247105,MCX,FO,FUT,MCXMETLDEX 21 DEC22 FUT,MCX_FO|247105,569,21,12,2022,0,XX,50,100,300,MCXMETLDEX,undefined,true,0
MCXMETLDEX22NOVFUT,MCXMETLDEX,245897,MCX,FO,FUT,MCXMETLDEX 21 NOV22 FUT,MCX_FO|245897,569,21,11,2022,0,XX,50,100,300,MCXMETLDEX,undefined,true,0
MCXENRGDEX22NOVFUT,MCXENRGDEX,245469,MCX,FO,FUT,MCXENRGDEX 09 NOV22 FUT,MCX_FO|245469,570,9,11,2022,0,XX,125,100,300,MCXENRGDEX,undefined,true,0
MCXENRGDEX23JANFUT,MCXENRGDEX,247932,MCX,FO,FUT,MCXENRGDEX 10 JAN23 FUT,MCX_FO|247932,570,10,1,2023,0,XX,125,100,300,MCXENRGDEX,undefined,true,0
MCXENRGDEX22DECFUT,MCXENRGDEX,246607,MCX,FO,FUT,MCXENRGDEX 08 DEC22 FUT,MCX_FO|246607,570,8,12,2022,0,XX,125,100,300,MCXENRGDEX,undefined,true,0
GOLD23JUL54700CE,GOLD,245978,MCX,FO,OPT,GOLD 26 JUL23 54700CE,MCX_FO|245978,114,26,7,2023,54700,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL54700CE,GOLD,245979,MCX,FO,OPT,GOLD 26 JUL23 54700PE,MCX_FO|245979,114,26,7,2023,54700,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL49600CE,GOLD,246571,MCX,FO,OPT,GOLD 26 JUL23 49600CE,MCX_FO|246571,114,26,7,2023,49600,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL49600CE,GOLD,246572,MCX,FO,OPT,GOLD 26 JUL23 49600PE,MCX_FO|246572,114,26,7,2023,49600,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL51000CE,GOLD,246056,MCX,FO,OPT,GOLD 26 JUL23 51000CE,MCX_FO|246056,114,26,7,2023,51000,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL51000CE,GOLD,246057,MCX,FO,OPT,GOLD 26 JUL23 51000PE,MCX_FO|246057,114,26,7,2023,51000,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL50600CE,GOLD,246048,MCX,FO,OPT,GOLD 26 JUL23 50600CE,MCX_FO|246048,114,26,7,2023,50600,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL50600CE,GOLD,246049,MCX,FO,OPT,GOLD 26 JUL23 50600PE,MCX_FO|246049,114,26,7,2023,50600,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL50500CE,GOLD,246070,MCX,FO,OPT,GOLD 26 JUL23 50500CE,MCX_FO|246070,114,26,7,2023,50500,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL50500CE,GOLD,246071,MCX,FO,OPT,GOLD 26 JUL23 50500PE,MCX_FO|246071,114,26,7,2023,50500,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL50400CE,GOLD,246068,MCX,FO,OPT,GOLD 26 JUL23 50400CE,MCX_FO|246068,114,26,7,2023,50400,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL50400CE,GOLD,246069,MCX,FO,OPT,GOLD 26 JUL23 50400PE,MCX_FO|246069,114,26,7,2023,50400,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL49200CE,GOLD,246838,MCX,FO,OPT,GOLD 26 JUL23 49200CE,MCX_FO|246838,114,26,7,2023,49200,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL49200CE,GOLD,246839,MCX,FO,OPT,GOLD 26 JUL23 49200PE,MCX_FO|246839,114,26,7,2023,49200,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL51900CE,GOLD,245922,MCX,FO,OPT,GOLD 26 JUL23 51900CE,MCX_FO|245922,114,26,7,2023,51900,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL51900CE,GOLD,245923,MCX,FO,OPT,GOLD 26 JUL23 51900PE,MCX_FO|245923,114,26,7,2023,51900,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL48200CE,GOLD,247166,MCX,FO,OPT,GOLD 26 JUL23 48200CE,MCX_FO|247166,114,26,7,2023,48200,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL48200CE,GOLD,247167,MCX,FO,OPT,GOLD 26 JUL23 48200PE,MCX_FO|247167,114,26,7,2023,48200,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL54100CE,GOLD,245966,MCX,FO,OPT,GOLD 26 JUL23 54100CE,MCX_FO|245966,114,26,7,2023,54100,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL54100CE,GOLD,245967,MCX,FO,OPT,GOLD 26 JUL23 54100PE,MCX_FO|245967,114,26,7,2023,54100,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL49300CE,GOLD,246840,MCX,FO,OPT,GOLD 26 JUL23 49300CE,MCX_FO|246840,114,26,7,2023,49300,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL49300CE,GOLD,246841,MCX,FO,OPT,GOLD 26 JUL23 49300PE,MCX_FO|246841,114,26,7,2023,49300,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL52600CE,GOLD,245936,MCX,FO,OPT,GOLD 26 JUL23 52600CE,MCX_FO|245936,114,26,7,2023,52600,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL52600CE,GOLD,245937,MCX,FO,OPT,GOLD 26 JUL23 52600PE,MCX_FO|245937,114,26,7,2023,52600,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL55100CE,GOLD,245986,MCX,FO,OPT,GOLD 26 JUL23 55100CE,MCX_FO|245986,114,26,7,2023,55100,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL55100CE,GOLD,245987,MCX,FO,OPT,GOLD 26 JUL23 55100PE,MCX_FO|245987,114,26,7,2023,55100,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL48700CE,GOLD,247176,MCX,FO,OPT,GOLD 26 JUL23 48700CE,MCX_FO|247176,114,26,7,2023,48700,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL48700CE,GOLD,247177,MCX,FO,OPT,GOLD 26 JUL23 48700PE,MCX_FO|247177,114,26,7,2023,48700,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL52400CE,GOLD,245932,MCX,FO,OPT,GOLD 26 JUL23 52400CE,MCX_FO|245932,114,26,7,2023,52400,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL52400CE,GOLD,245933,MCX,FO,OPT,GOLD 26 JUL23 52400PE,MCX_FO|245933,114,26,7,2023,52400,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL49100CE,GOLD,246836,MCX,FO,OPT,GOLD 26 JUL23 49100CE,MCX_FO|246836,114,26,7,2023,49100,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL49100CE,GOLD,246837,MCX,FO,OPT,GOLD 26 JUL23 49100PE,MCX_FO|246837,114,26,7,2023,49100,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL55300CE,GOLD,245990,MCX,FO,OPT,GOLD 26 JUL23 55300CE,MCX_FO|245990,114,26,7,2023,55300,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL55300CE,GOLD,245991,MCX,FO,OPT,GOLD 26 JUL23 55300PE,MCX_FO|245991,114,26,7,2023,55300,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL54200CE,GOLD,245968,MCX,FO,OPT,GOLD 26 JUL23 54200CE,MCX_FO|245968,114,26,7,2023,54200,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL54200CE,GOLD,245969,MCX,FO,OPT,GOLD 26 JUL23 54200PE,MCX_FO|245969,114,26,7,2023,54200,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL57500CE,GOLD,248088,MCX,FO,OPT,GOLD 26 JUL23 57500CE,MCX_FO|248088,114,26,7,2023,57500,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL57500CE,GOLD,248089,MCX,FO,OPT,GOLD 26 JUL23 57500PE,MCX_FO|248089,114,26,7,2023,57500,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL47600CE,GOLD,247748,MCX,FO,OPT,GOLD 26 JUL23 47600CE,MCX_FO|247748,114,26,7,2023,47600,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL47600CE,GOLD,247749,MCX,FO,OPT,GOLD 26 JUL23 47600PE,MCX_FO|247749,114,26,7,2023,47600,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL53400CE,GOLD,245952,MCX,FO,OPT,GOLD 26 JUL23 53400CE,MCX_FO|245952,114,26,7,2023,53400,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL53400CE,GOLD,245953,MCX,FO,OPT,GOLD 26 JUL23 53400PE,MCX_FO|245953,114,26,7,2023,53400,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL55600CE,GOLD,245996,MCX,FO,OPT,GOLD 26 JUL23 55600CE,MCX_FO|245996,114,26,7,2023,55600,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL55600CE,GOLD,245997,MCX,FO,OPT,GOLD 26 JUL23 55600PE,MCX_FO|245997,114,26,7,2023,55600,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL55500CE,GOLD,245994,MCX,FO,OPT,GOLD 26 JUL23 55500CE,MCX_FO|245994,114,26,7,2023,55500,CE,1,50,300,GOLD,undefined,true,0
GOLD23JUL55500CE,GOLD,245995,MCX,FO,OPT,GOLD 26 JUL23 55500PE,MCX_FO|245995,114,26,7,2023,55500,PE,1,50,300,GOLD,undefined,true,0
GOLD23JUL47400CE,GOLD,247744,MCX,FO,OPT,GOLD 26 JUL23 47400CE,MCX_FO|247744,114,26,7,2023,47400,CE,1,50,300,GOLD,undefined,true,0
